movie,title,genres,year,Rating,RottenTomato
8752,"Set-Up, The",Drama|Film-Noir|Romance,1949,10,64
8768,Criss Cross,Crime|Drama|Film-Noir,1949,4,60
25945,They Live by Night,Crime|Film-Noir|Romance,1949,4,62
25952,"Letter to Three Wives, A",Comedy|Drama,1949,9,86
42217,Late Spring (Banshun),Drama,1948,8,68
83603,Fern flowers (Fleur de fougère),Animation,1949,7,67
115139,Challenge to Lassie,Children|Drama,1948,9,96
755,Kim,Children|Drama,1949,2,85
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama|Film-Noir|Romance,1949,3,72
926,All About Eve,Drama,1949,9,76
934,Father of the Bride,Comedy,1950,3,58
1022,Cinderella,Animation|Children|Fantasy|Musical|Romance,1950,2,57
2187,Stage Fright,Mystery|Romance|Thriller,1950,1,96
3088,Harvey,Comedy|Fantasy,1949,8,87
3341,Born Yesterday,Comedy,1949,3,81
3364,"Asphalt Jungle, The",Crime|Film-Noir,1950,9,96
3780,Rocketship X-M,Sci-Fi,1949,10,77
5291,Rashomon (Rashômon),Crime|Drama|Mystery,1950,9,52
5826,Rio Grande,Romance|Western,1949,8,98
6273,In a Lonely Place,Drama|Film-Noir|Mystery|Romance,1950,4,88
6405,Treasure Island,Adventure|Children,1950,1,82
6429,Winchester '73,Western,1949,1,60
6739,At War with the Army,Comedy|Musical|Romance,1950,2,68
7196,"Men, The",Drama,1950,6,51
7223,D.O.A.,Drama|Film-Noir|Mystery,1950,7,66
7395,Cheaper by the Dozen,Comedy|Drama,1950,7,51
25962,King Solomon's Mines,Action|Adventure|Romance,1950,8,55
25965,Summer Stock,Comedy|Musical|Romance,1949,4,54
31770,Night and the City,Film-Noir|Thriller,1949,6,56
32369,Panic in the Streets,Crime|Drama|Film-Noir|Thriller,1949,2,90
44073,Stromboli,Drama,1950,10,67
52378,No Way Out,Drama|Film-Noir,1949,4,82
59832,Where the Sidewalk Ends,Crime|Drama|Film-Noir,1950,4,90
69559,"File on Thelma Jordan, The",Crime|Drama|Film-Noir|Mystery,1949,1,87
900,"American in Paris, An",Musical|Romance,1950,1,96
969,"African Queen, The",Adventure|Comedy|Romance|War,1951,2,71
1032,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,1951,4,84
1104,"Streetcar Named Desire, A",Drama,1950,2,67
1253,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,1950,7,63
2186,Strangers on a Train,Crime|Drama|Film-Noir|Thriller,1950,5,98
2660,"Thing from Another World, The",Horror|Sci-Fi,1950,9,75
3406,Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,1950,9,81
3475,"Place in the Sun, A",Drama|Romance,1951,10,98
3657,Pandora and the Flying Dutchman,Drama,1951,1,96
3736,"Ace in the Hole (Big Carnival, The)",Drama,1951,7,79
5168,Royal Wedding,Comedy|Musical|Romance,1951,2,99
5603,"Lavender Hill Mob, The",Comedy|Crime,1950,4,90
5604,"Man in the White Suit, The",Comedy|Sci-Fi,1950,8,67
7195,"Enforcer, The",Crime|Drama|Film-Noir,1951,7,70
7211,People Will Talk,Comedy|Romance,1950,7,98
8187,On Moonlight Bay,Comedy|Musical,1951,9,78
8492,"Christmas Carol, A (Scrooge)",Drama|Fantasy,1950,8,89
8502,Show Boat,Drama|Musical|Romance,1951,9,66
8785,Early Summer (Bakushû),Drama,1951,7,71
31156,Abbott and Costello Meet the Invisible Man,Comedy|Sci-Fi,1950,3,94
87218,He Ran All the Way,Crime|Drama|Film-Noir,1950,9,97
89881,Superman and the Mole-Men,Children|Mystery|Sci-Fi,1950,9,88
899,Singin' in the Rain,Comedy|Musical|Romance,1952,7,78
1226,"Quiet Man, The",Drama|Romance,1952,2,89
1283,High Noon,Drama|Western,1952,3,91
1943,"Greatest Show on Earth, The",Drama,1951,3,99
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",Drama,1952,10,100
3207,"Snows of Kilimanjaro, The",Adventure,1951,3,70
3314,"Big Trees, The",Action|Drama,1951,10,85
3417,"Crimson Pirate, The",Adventure|Comedy,1952,10,91
3559,Limelight,Comedy|Drama|Romance,1951,3,71
4188,Hans Christian Andersen,Children|Musical,1952,6,90
5114,"Bad and the Beautiful, The",Drama,1951,1,95
5470,The Importance of Being Earnest,Comedy|Romance,1951,7,82
6404,"White Sheik, The (Sceicco bianco, Lo)",Comedy|Romance,1951,4,87
6527,Scaramouche,Adventure|Romance,1952,3,58
6611,Umberto D.,Drama,1952,4,65
6669,Ikiru,Drama,1951,8,61
6830,Sudden Fear,Film-Noir|Horror|Thriller,1951,8,68
6982,Forbidden Games (Jeux interdits),Drama|War,1952,8,99
7705,Pat and Mike,Comedy|Romance,1951,10,52
9012,Ruby Gentry,Drama,1951,3,88
25971,Carrie,Drama|Romance,1952,4,81
25972,Clash by Night,Drama|Film-Noir,1951,9,95
30712,"Narrow Margin, The",Crime|Drama|Film-Noir,1952,7,57
33917,"Member of the Wedding, The",Drama,1952,9,66
47092,On Dangerous Ground,Crime|Drama|Film-Noir,1951,9,96
56015,Kansas City Confidential,Crime|Drama|Film-Noir|Mystery,1952,10,69
84098,Phone Call from a Stranger,Drama,1951,6,83
916,Roman Holiday,Comedy|Drama|Romance,1953,1,58
935,"Band Wagon, The",Comedy|Musical,1952,7,87
970,Beat the Devil,Adventure|Comedy|Crime|Drama|Romance,1953,1,54
1944,From Here to Eternity,Drama|Romance|War,1953,3,71
2087,Peter Pan,Animation|Children|Fantasy|Musical,1952,4,98
2362,Glen or Glenda,Drama,1952,5,90
2661,It Came from Outer Space,Sci-Fi,1952,4,59
2662,"War of the Worlds, The",Action|Drama|Sci-Fi,1952,9,50
2939,Niagara,Drama|Thriller,1953,3,95
3121,"Hitch-Hiker, The",Drama|Film-Noir,1952,8,79
3196,Stalag 17,Drama|War,1953,4,62
3404,Titanic,Action|Drama,1953,10,99
3871,Shane,Drama|Western,1953,7,61
4294,"5,000 Fingers of Dr. T, The",Children|Fantasy|Musical,1953,9,59
4356,Gentlemen Prefer Blondes,Comedy|Musical|Romance,1952,9,80
4357,How to Marry a Millionaire,Comedy|Drama|Romance,1953,5,96
5017,"Big Heat, The",Drama|Film-Noir,1953,7,71
5372,Calamity Jane,Musical|Western,1952,4,80
6237,"Glenn Miller Story, The",Drama,1953,5,76
6260,"Robe, The",Drama,1952,6,75
6358,Kiss Me Kate,Comedy|Musical|Romance,1953,1,65
6629,House of Wax,Crime|Horror|Mystery|Thriller,1953,7,59
6643,Tokyo Story (Tôkyô monogatari),Drama,1953,4,53
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",Comedy,1952,3,96
7335,Pickup on South Street,Film-Noir,1953,1,88
7571,"Blue Gardenia, The",Crime|Drama|Film-Noir|Thriller,1953,8,91
7700,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1952,7,57
7822,Mogambo,Adventure|Drama|Romance,1953,5,72
7942,Summer with Monika (Sommaren med Monika),Drama|Romance,1953,7,100
8199,Ugetsu (Ugetsu monogatari),Drama|Thriller,1953,2,88
8616,By the Light of the Silvery Moon,Children|Musical|Romance,1953,8,55
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",Drama,1952,6,63
25999,The Wild One,Drama,1953,8,77
31109,"Bigamist, The",Drama,1953,6,95
32525,The Earrings of Madame de...,Drama|Romance,1953,2,70
95113,Eaux d'artifice,Fantasy,1953,2,61
904,Rear Window,Mystery|Thriller,1954,4,58
915,Sabrina,Comedy|Romance,1954,9,63
972,"Last Time I Saw Paris, The",Drama,1953,4,55
1019,"20,000 Leagues Under the Sea",Adventure|Drama|Sci-Fi,1953,1,74
1086,Dial M for Murder,Crime|Mystery|Thriller,1954,3,87
1945,On the Waterfront,Crime|Drama,1953,7,81
2019,Seven Samurai (Shichinin no samurai),Action|Adventure|Drama,1953,2,96
2287,Them!,Horror|Sci-Fi|Thriller,1953,6,79
2363,Godzilla (Gojira),Drama|Horror|Sci-Fi,1953,5,89
3675,White Christmas,Comedy|Musical|Romance,1953,6,81
3930,"Creature from the Black Lagoon, The",Adventure|Horror|Sci-Fi,1954,10,73
4319,Apache,Western,1954,9,76
4360,There's No Business Like Show Business,Musical,1953,8,51
4420,"Barefoot Contessa, The",Drama,1953,10,93
5079,Young at Heart,Drama|Musical|Romance,1953,6,50
5085,Carmen Jones,Drama|Musical,1953,5,96
6426,"Far Country, The",Western,1954,10,89
6785,Seven Brides for Seven Brothers,Comedy|Musical|Romance|Western,1953,5,69
7234,"Strada, La",Drama,1953,6,87
8008,Brigadoon,Fantasy|Musical|Romance,1953,9,64
8188,Sansho the Bailiff (Sanshô dayû),Drama,1953,7,71
8337,"Caine Mutiny, The",Drama|War,1953,9,68
8410,Suddenly,Crime|Drama|Film-Noir,1953,10,62
8462,Executive Suite,Drama,1953,7,95
8524,"High and the Mighty, The",Drama,1953,6,55
8618,Johnny Guitar,Drama|Western,1953,9,96
8654,Prince Valiant,Adventure,1953,5,75
8920,"Country Girl, The",Drama,1954,10,77
25993,Magnificent Obsession,Drama|Romance,1953,7,80
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi),Action|Adventure|Drama,1953,2,100
25996,"Star Is Born, A",Drama|Musical,1954,4,60
31374,Hobson's Choice,Comedy|Drama|Romance,1953,8,85
95115,Inauguration of the Pleasure Dome,Fantasy,1953,5,66
668,Song of the Little Road (Pather Panchali),Drama,1954,2,69
933,To Catch a Thief,Crime|Mystery|Romance|Thriller,1954,8,62
949,East of Eden,Drama,1954,4,87
982,Picnic,Drama,1955,3,100
1008,"Davy Crockett, King of the Wild Frontier",Adventure|Western,1955,4,66
1103,Rebel Without a Cause,Drama,1954,7,98
1946,Marty,Drama|Romance,1955,7,69
2080,Lady and the Tramp,Animation|Children|Comedy|Romance,1954,6,55
2184,"Trouble with Harry, The",Comedy|Mystery,1954,8,80
2656,Tarantula,Horror|Sci-Fi,1954,1,79
2727,Killer's Kiss,Crime|Film-Noir,1955,9,91
3035,Mister Roberts,Comedy|Drama|War,1954,6,51
3292,"Big Combo, The",Film-Noir,1955,6,97
3340,Bride of the Monster,Horror|Sci-Fi,1955,1,84
3414,Love Is a Many-Splendored Thing,Drama|Romance|War,1955,3,87
3549,Guys and Dolls,Comedy|Musical|Romance,1954,7,98
3678,"Man with the Golden Arm, The",Drama,1954,9,70
4298,Rififi (Du rififi chez les hommes),Crime|Film-Noir|Thriller,1955,6,65
4324,"Kentuckian, The",Drama|Western,1954,10,51
4359,"Seven Year Itch, The",Comedy,1954,2,61
4426,Kiss Me Deadly,Film-Noir,1955,1,100
4767,Abbott and Costello Meet the Mummy,Comedy|Horror,1955,3,96
5333,Bob le Flambeur,Crime|Drama,1954,5,71
5602,"Ladykillers, The",Comedy|Crime,1954,2,82
5795,"Big Knife, The",Film-Noir,1954,8,84
6231,"Benny Goodman Story, The",Drama|Musical,1955,6,70
6431,Battle Cry,Drama|War,1954,6,93
6981,"Ordet (Word, The)",Drama,1955,10,92
7013,"Night of the Hunter, The",Drama|Film-Noir|Thriller,1954,3,82
7116,Diabolique (Les diaboliques),Horror|Mystery|Thriller,1955,6,90
7585,Summertime,Drama|Romance,1955,2,90
7614,Oklahoma!,Musical|Romance|Western,1954,7,86
7787,To Hell and Back,Action|Drama|War,1955,7,74
7941,Smiles of a Summer Night (Sommarnattens leende),Comedy|Romance,1955,3,96
8094,Bad Day at Black Rock,Drama|Thriller|Western,1955,1,53
8143,Lola Montès,Drama,1955,8,70
8447,This Island Earth,Sci-Fi,1954,10,52
8451,Blackboard Jungle,Drama,1955,10,66
8921,"Rose Tattoo, The",Drama|Romance,1954,9,89
26003,Night and Fog (Nuit et brouillard),Crime|Documentary|War,1955,5,95
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô),Action|Adventure|Drama,1954,6,66
26007,"Unknown Soldier, The (Tuntematon sotilas)",Drama|War,1954,4,89
32469,We're No Angels,Comedy|Crime|Drama,1954,3,87
49688,"Dam Busters, The",Action|Drama|War,1955,5,91
55895,"Desperate Hours, The",Drama|Film-Noir|Thriller,1954,3,87
69945,"Fast and the Furious, The",Crime|Mystery,1955,8,77
78111,Artists and Models,Comedy|Musical,1955,9,50
96792,Kismet,Adventure|Comedy|Fantasy|Musical|Romance,1954,5,88
142192,Female on the Beach,Crime|Drama|Mystery|Romance|Thriller,1955,3,79
820,"Death in the Garden (Mort en ce jardin, La)",Drama,1956,4,100
948,Giant,Drama|Romance|Western,1956,7,87
952,Around the World in 80 Days,Adventure|Comedy,1956,8,97
1301,Forbidden Planet,Drama|Sci-Fi,1955,7,100
2182,"Wrong Man, The",Drama|Film-Noir|Thriller,1955,8,75
2183,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,1955,8,87
2565,"King and I, The",Drama|Musical|Romance,1955,2,60
2664,Invasion of the Body Snatchers,Horror|Sci-Fi|Thriller,1955,8,93
2726,"Killing, The",Crime|Film-Noir,1956,2,87
2967,"Bad Seed, The",Drama|Thriller,1955,8,67
3365,"Searchers, The",Drama|Western,1956,8,98
3845,And God Created Woman (Et Dieu... créa la femme),Drama,1955,1,78
4046,Friendly Persuasion,Drama,1956,5,79
4433,Written on the Wind,Drama,1955,1,53
5966,"Kiss Before Dying, A",Film-Noir|Mystery,1955,6,64
6064,"Harder They Fall, The",Drama|Film-Noir,1956,1,85
6357,High Society,Comedy|Musical|Romance,1955,4,54
6516,Anastasia,Drama,1956,9,70
7075,"Court Jester, The",Adventure|Comedy|Musical,1955,8,63
7386,"Ten Commandments, The",Adventure|Drama,1955,7,64
8136,Indestructible Man,Crime|Horror|Sci-Fi,1955,8,54
8194,Baby Doll,Drama,1956,2,85
8236,While the City Sleeps,Drama|Film-Noir,1955,8,64
8403,Helen of Troy,Action|Adventure|Drama|Romance|War,1956,6,57
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",Adventure|Drama,1955,5,63
26009,"Burmese Harp, The (Biruma no tategoto)",Drama|War,1955,2,54
26010,Carousel,Musical|Romance,1956,4,94
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima),Action|Adventure|Drama,1956,1,62
26013,Rodan (Sora no daikaijû Radon),Adventure,1956,3,95
47196,"Rainmaker, The",Comedy|Romance|Thriller|Western,1956,5,57
47721,"Red Balloon, The (Ballon rouge, Le)",Children|Fantasy,1955,10,62
62049,1984,Drama|Sci-Fi,1956,10,73
901,Funny Face,Comedy|Musical,1957,3,87
932,"Affair to Remember, An",Drama|Romance,1957,7,90
937,Love in the Afternoon,Comedy|Romance,1957,10,62
1012,Old Yeller,Children|Drama,1957,4,56
1178,Paths of Glory,Drama|War,1956,1,98
1203,12 Angry Men,Drama,1956,7,71
1237,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,1956,6,66
1250,"Bridge on the River Kwai, The",Adventure|Drama|War,1957,10,52
2351,"Nights of Cabiria (Notti di Cabiria, Le)",Drama,1957,5,85
2652,"Curse of Frankenstein, The",Horror,1957,7,82
2874,"Pajama Game, The",Comedy|Musical|Romance,1956,1,87
3038,"Face in the Crowd, A",Drama,1956,3,92
3096,My Man Godfrey,Comedy,1956,8,56
3136,"James Dean Story, The",Documentary,1956,4,67
3199,Pal Joey,Comedy|Drama|Musical|Romance,1957,7,82
3640,"King in New York, A",Comedy|Drama,1956,10,66
3659,Quatermass 2 (Enemy from Space),Sci-Fi|Thriller,1957,9,79
3934,Kronos,Sci-Fi,1956,6,52
4432,Sweet Smell of Success,Drama|Film-Noir,1956,8,59
5008,Witness for the Prosecution,Drama|Mystery|Thriller,1957,7,92
5147,Wild Strawberries (Smultronstället),Drama,1956,10,97
5300,3:10 to Yuma,Action|Adventure|Drama|Thriller|Western,1957,4,81
5373,"Cranes Are Flying, The (Letyat zhuravli)",Drama|Romance|War,1956,2,58
6227,Loving You,Drama|Musical,1957,3,65
6302,Beginning of the End,Sci-Fi,1957,3,63
6355,"Girls, Les",Musical,1956,8,74
6356,Gunfight at the O.K. Corral,Western,1957,6,68
6390,Silk Stockings,Musical,1956,2,78
6450,"Heaven Knows, Mr. Allison",Drama|War,1956,3,56
6918,"Unvanquished, The (Aparajito)",Drama,1956,2,70
6970,Desk Set,Comedy|Romance,1956,1,52
7357,Peyton Place,Drama|Romance,1957,8,51
7493,"Three Faces of Eve, The",Drama,1957,7,96
7697,"Prince and the Showgirl, The",Comedy|Romance,1957,1,97
7766,Throne of Blood (Kumonosu jô),Action|Drama|Thriller|War,1956,3,51
8657,"Tin Star, The",Western,1957,10,51
8672,Battle Hymn,Drama,1956,5,68
8675,"Enemy Below, The",Action|Drama|War,1957,8,93
26025,"Spirit of St. Louis, The",Adventure|Drama,1956,4,91
82313,Nightfall,Crime|Drama|Film-Noir,1956,1,86
89408,April Love,Comedy|Drama|Musical,1957,4,56
854,"Ballad of Narayama, The (Narayama Bushiko)",Drama,1958,10,78
903,Vertigo,Drama|Mystery|Romance|Thriller,1958,5,57
938,Gigi,Musical,1957,8,84
939,"Reluctant Debutante, The",Comedy|Drama,1957,3,88
971,Cat on a Hot Tin Roof,Drama,1957,3,63
1085,"Old Man and the Sea, The",Adventure|Drama,1957,4,58
1248,Touch of Evil,Crime|Film-Noir|Thriller,1957,7,95
1334,"Blob, The",Horror|Sci-Fi,1957,8,77
2454,"Fly, The",Horror|Mystery|Sci-Fi,1958,3,95
2670,Run Silent Run Deep,War,1957,3,98
2941,South Pacific,Musical|Romance|War,1957,3,63
3153,"7th Voyage of Sinbad, The",Action|Adventure|Fantasy,1957,1,80
3368,"Big Country, The",Romance|Western,1958,1,54
3405,"Night to Remember, A",Action|Drama,1958,5,77
3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,1957,3,82
3548,Auntie Mame,Comedy|Drama,1958,1,79
3605,King Creole,Crime|Drama|Musical,1957,9,100
4798,Indiscreet,Comedy|Romance,1958,10,70
4948,I Bury the Living,Horror,1958,3,97
4998,"Defiant Ones, The",Adventure|Crime|Drama|Thriller,1958,7,98
5384,I Want to Live!,Crime|Drama,1957,2,87
5649,Horror of Dracula (Dracula),Horror,1957,7,57
5836,Houseboat,Comedy|Romance,1958,9,68
6452,"Long, Hot Summer, The",Drama,1958,3,73
6630,"Inn of the Sixth Happiness, The",Adventure|Drama,1958,8,65
7206,Mon Oncle (My Uncle),Comedy,1957,1,84
7238,Ashes and Diamonds (Popiól i diament),Drama|War,1957,5,73
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin)",Action|Adventure,1957,5,80
8009,Marjorie Morningstar,Drama,1957,1,97
8989,Damn Yankees!,Comedy|Musical,1958,2,51
74630,Tom Thumb,Children|Fantasy|Musical,1958,9,86
670,"World of Apu, The (Apur Sansar)",Drama,1959,8,52
841,"Eyes Without a Face (Yeux sans visage, Les)",Horror,1959,5,60
908,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1958,1,89
910,Some Like It Hot,Comedy|Crime,1959,10,93
1016,"Shaggy Dog, The",Children|Comedy,1959,8,100
1287,Ben-Hur,Action|Adventure|Drama,1959,7,75
1924,Plan 9 from Outer Space,Horror|Sci-Fi,1958,3,64
2043,Darby O'Gill and the Little People,Adventure|Children|Fantasy,1958,10,55
2096,Sleeping Beauty,Animation|Children|Musical,1959,1,76
2519,House on Haunted Hill,Drama|Horror|Thriller,1958,8,67
2634,"Mummy, The",Horror,1958,5,60
2669,Pork Chop Hill,War,1958,5,71
2731,"400 Blows, The (Les quatre cents coups)",Crime|Drama,1958,10,52
2781,"Tingler, The",Horror,1958,6,59
3171,Room at the Top,Drama,1958,2,59
3379,On the Beach,Drama,1959,8,58
3801,Anatomy of a Murder,Drama|Mystery,1959,3,65
3872,"Suddenly, Last Summer",Drama,1958,8,66
3923,Return of the Fly,Horror|Sci-Fi,1959,9,70
3933,"Killer Shrews, The",Horror|Sci-Fi,1959,10,91
4329,Rio Bravo,Western,1958,9,56
4802,Operation Petticoat,Action|Comedy|Romance|War,1958,9,60
5383,"Hound of the Baskervilles, The",Crime|Horror|Mystery,1958,10,100
6031,Imitation of Life,Drama|Romance,1959,8,94
6183,Pillow Talk,Comedy|Musical|Romance,1959,8,59
6239,Journey to the Center of the Earth,Adventure|Children|Sci-Fi,1959,2,100
6561,"Mouse That Roared, The",Comedy|War,1958,6,81
7088,Black Orpheus (Orfeu Negro),Drama|Romance,1959,10,71
7131,"Summer Place, A",Drama,1958,4,57
7180,Odds Against Tomorrow,Crime|Drama|Thriller,1958,6,88
7303,The Diary of Anne Frank,Drama|War,1958,1,83
7916,Gidget,Comedy,1959,3,63
8137,"Wasp Woman, The",Horror|Sci-Fi,1959,9,66
8138,Attack of the Giant Leeches,Horror|Sci-Fi,1959,5,80
8197,Hiroshima Mon Amour,Drama|Romance|War,1959,1,89
8484,"Human Condition I, The (Ningen no joken I)",Drama|War,1958,8,86
26052,Pickpocket,Crime|Drama,1959,4,51
34608,"Best of Everything, The",Drama|Romance,1958,1,63
41336,Nazarin (Nazarín),Drama,1958,1,68
47287,Compulsion,Crime|Drama|Thriller,1958,6,82
123695,The Story on Page One,Drama,1959,3,98
659,Purple Noon (Plein soleil),Crime|Drama|Thriller,1959,6,64
909,"Apartment, The",Comedy|Drama|Romance,1960,3,69
1014,Pollyanna,Children|Comedy|Drama,1960,3,63
1017,Swiss Family Robinson,Adventure|Children,1960,10,51
1219,Psycho,Crime|Horror,1959,10,85
2079,Kidnapped,Adventure|Children|Drama,1959,2,63
2488,Peeping Tom,Drama|Horror|Thriller,1960,6,75
2553,Village of the Damned,Horror|Sci-Fi|Thriller,1959,4,58
2728,Spartacus,Action|Drama|Romance|War,1960,3,88
2747,"Little Shop of Horrors, The",Comedy|Horror,1959,1,61
3205,Black Sunday (La maschera del demonio),Horror,1959,6,51
3469,Inherit the Wind,Drama,1960,6,76
3602,G.I. Blues,Comedy|Musical|Romance,1959,5,99
3959,"Time Machine, The",Action|Adventure|Sci-Fi,1959,9,98
4042,"Alamo, The",Action|Drama|War|Western,1959,9,61
4051,Horrors of Spider Island (Ein Toter Hing im Netz),Horror|Sci-Fi,1959,6,58
4190,Elmer Gantry,Drama,1960,6,53
4327,"Magnificent Seven, The",Adventure|Western,1959,5,97
4403,"Fall of the House of Usher, The (House of Usher)",Horror,1960,7,79
4792,13 Ghosts,Horror,1960,7,74
4796,"Grass Is Greener, The",Comedy|Romance,1959,8,84
4914,Breathless (À bout de souffle),Crime|Drama|Romance,1960,2,79
4954,Ocean's Eleven (a.k.a. Ocean's 11),Comedy|Crime,1960,3,56
5119,Saturday Night and Sunday Morning,Drama,1959,8,90
5799,Exodus,Drama|Romance|War,1960,10,83
6449,From the Terrace,Drama,1959,5,72
6461,"Unforgiven, The",Drama|Western,1959,5,53
7135,Shoot the Piano Player (Tirez sur le pianiste),Crime|Drama|Romance|Thriller,1960,6,100
7207,Where the Boys Are,Comedy,1959,8,76
7245,Tormented,Horror|Thriller,1959,3,54
7818,School For Scoundrels,Comedy,1960,3,50
7820,"Virgin Spring, The (Jungfrukällan)",Crime|Drama,1960,9,69
8154,"Dolce Vita, La",Drama,1960,5,90
8189,Zazie dans le métro,Comedy,1960,8,99
8195,"Avventura, L' (Adventure, The)",Drama|Mystery|Romance,1960,5,93
